#            JDTDB,            Calendar Date (TDB),X,Y,Z
2438425.5, A.D. 1964-Jan-31 00:00:00.0000,4.77E-03,-3.85E-04,-1.09E-04
2438426.5, A.D. 1964-Feb-01 00:00:00.0000,4.76E-03,-3.77E-04,-1.10E-04
2438427.5, A.D. 1964-Feb-02 00:00:00.0000,4.76E-03,-3.70E-04,-1.10E-04
2438428.5, A.D. 1964-Feb-03 00:00:00.0000,4.76E-03,-3.62E-04,-1.10E-04
2438429.5, A.D. 1964-Feb-04 00:00:00.0000,4.76E-03,-3.54E-04,-1.10E-04
2438430.5, A.D. 1964-Feb-05 00:00:00.0000,4.75E-03,-3.46E-04,-1.10E-04
2438431.5, A.D. 1964-Feb-06 00:00:00.0000,4.75E-03,-3.38E-04,-1.10E-04
2438432.5, A.D. 1964-Feb-07 00:00:00.0000,4.75E-03,-3.30E-04,-1.10E-04
2438433.5, A.D. 1964-Feb-08 00:00:00.0000,4.75E-03,-3.23E-04,-1.10E-04
2438434.5, A.D. 1964-Feb-09 00:00:00.0000,4.75E-03,-3.15E-04,-1.10E-04
2438435.5, A.D. 1964-Feb-10 00:00:00.0000,4.74E-03,-3.07E-04,-1.10E-04
2438436.5, A.D. 1964-Feb-11 00:00:00.0000,4.74E-03,-2.99E-04,-1.10E-04
2438437.5, A.D. 1964-Feb-12 00:00:00.0000,4.74E-03,-2.91E-04,-1.10E-04
2438438.5, A.D. 1964-Feb-13 00:00:00.0000,4.74E-03,-2.83E-04,-1.10E-04
2438439.5, A.D. 1964-Feb-14 00:00:00.0000,4.73E-03,-2.76E-04,-1.10E-04
2438440.5, A.D. 1964-Feb-15 00:00:00.0000,4.73E-03,-2.68E-04,-1.10E-04
2438441.5, A.D. 1964-Feb-16 00:00:00.0000,4.73E-03,-2.60E-04,-1.10E-04
2438442.5, A.D. 1964-Feb-17 00:00:00.0000,4.72E-03,-2.52E-04,-1.10E-04
2438443.5, A.D. 1964-Feb-18 00:00:00.0000,4.72E-03,-2.44E-04,-1.10E-04
2438444.5, A.D. 1964-Feb-19 00:00:00.0000,4.72E-03,-2.37E-04,-1.10E-04
2438445.5, A.D. 1964-Feb-20 00:00:00.0000,4.72E-03,-2.29E-04,-1.10E-04
2438446.5, A.D. 1964-Feb-21 00:00:00.0000,4.71E-03,-2.21E-04,-1.10E-04
2438447.5, A.D. 1964-Feb-22 00:00:00.0000,4.71E-03,-2.13E-04,-1.10E-04
2438448.5, A.D. 1964-Feb-23 00:00:00.0000,4.71E-03,-2.06E-04,-1.10E-04
2438449.5, A.D. 1964-Feb-24 00:00:00.0000,4.71E-03,-1.98E-04,-1.10E-04
2438450.5, A.D. 1964-Feb-25 00:00:00.0000,4.70E-03,-1.90E-04,-1.10E-04
2438451.5, A.D. 1964-Feb-26 00:00:00.0000,4.70E-03,-1.83E-04,-1.10E-04
2438452.5, A.D. 1964-Feb-27 00:00:00.0000,4.70E-03,-1.75E-04,-1.10E-04
2438453.5, A.D. 1964-Feb-28 00:00:00.0000,4.70E-03,-1.67E-04,-1.10E-04
2438454.5, A.D. 1964-Feb-29 00:00:00.0000,4.69E-03,-1.59E-04,-1.10E-04
2438455.5, A.D. 1964-Mar-01 00:00:00.0000,4.69E-03,-1.52E-04,-1.10E-04
2438456.5, A.D. 1964-Mar-02 00:00:00.0000,4.69E-03,-1.44E-04,-1.10E-04
2438457.5, A.D. 1964-Mar-03 00:00:00.0000,4.69E-03,-1.36E-04,-1.10E-04
2438458.5, A.D. 1964-Mar-04 00:00:00.0000,4.68E-03,-1.29E-04,-1.10E-04
2438459.5, A.D. 1964-Mar-05 00:00:00.0000,4.68E-03,-1.21E-04,-1.10E-04
2438460.5, A.D. 1964-Mar-06 00:00:00.0000,4.68E-03,-1.13E-04,-1.10E-04
2438461.5, A.D. 1964-Mar-07 00:00:00.0000,4.67E-03,-1.06E-04,-1.10E-04
2438462.5, A.D. 1964-Mar-08 00:00:00.0000,4.67E-03,-9.80E-05,-1.10E-04
2438463.5, A.D. 1964-Mar-09 00:00:00.0000,4.67E-03,-9.03E-05,-1.10E-04
2438464.5, A.D. 1964-Mar-10 00:00:00.0000,4.67E-03,-8.27E-05,-1.10E-04
2438465.5, A.D. 1964-Mar-11 00:00:00.0000,4.66E-03,-7.51E-05,-1.10E-04
2438466.5, A.D. 1964-Mar-12 00:00:00.0000,4.66E-03,-6.74E-05,-1.10E-04
2438467.5, A.D. 1964-Mar-13 00:00:00.0000,4.66E-03,-5.98E-05,-1.10E-04
2438468.5, A.D. 1964-Mar-14 00:00:00.0000,4.65E-03,-5.22E-05,-1.10E-04
2438469.5, A.D. 1964-Mar-15 00:00:00.0000,4.65E-03,-4.46E-05,-1.10E-04
2438470.5, A.D. 1964-Mar-16 00:00:00.0000,4.65E-03,-3.70E-05,-1.10E-04
2438471.5, A.D. 1964-Mar-17 00:00:00.0000,4.65E-03,-2.94E-05,-1.10E-04
2438472.5, A.D. 1964-Mar-18 00:00:00.0000,4.64E-03,-2.18E-05,-1.10E-04
2438473.5, A.D. 1964-Mar-19 00:00:00.0000,4.64E-03,-1.42E-05,-1.10E-04
2438474.5, A.D. 1964-Mar-20 00:00:00.0000,4.64E-03,-6.65E-06,-1.10E-04
2438475.5, A.D. 1964-Mar-21 00:00:00.0000,4.63E-03,9.22E-07,-1.10E-04
2438476.5, A.D. 1964-Mar-22 00:00:00.0000,4.63E-03,8.48E-06,-1.10E-04
2438477.5, A.D. 1964-Mar-23 00:00:00.0000,4.63E-03,1.60E-05,-1.10E-04
2438478.5, A.D. 1964-Mar-24 00:00:00.0000,4.63E-03,2.36E-05,-1.10E-04
2438479.5, A.D. 1964-Mar-25 00:00:00.0000,4.62E-03,3.11E-05,-1.10E-04
2438480.5, A.D. 1964-Mar-26 00:00:00.0000,4.62E-03,3.87E-05,-1.10E-04
2438481.5, A.D. 1964-Mar-27 00:00:00.0000,4.62E-03,4.62E-05,-1.10E-04
2438482.5, A.D. 1964-Mar-28 00:00:00.0000,4.61E-03,5.37E-05,-1.10E-04
2438483.5, A.D. 1964-Mar-29 00:00:00.0000,4.61E-03,6.12E-05,-1.10E-04
2438484.5, A.D. 1964-Mar-30 00:00:00.0000,4.61E-03,6.87E-05,-1.10E-04
2438485.5, A.D. 1964-Mar-31 00:00:00.0000,4.60E-03,7.62E-05,-1.10E-04
2438486.5, A.D. 1964-Apr-01 00:00:00.0000,4.60E-03,8.37E-05,-1.10E-04
2438487.5, A.D. 1964-Apr-02 00:00:00.0000,4.60E-03,9.12E-05,-1.10E-04
2438488.5, A.D. 1964-Apr-03 00:00:00.0000,4.60E-03,9.87E-05,-1.10E-04
2438489.5, A.D. 1964-Apr-04 00:00:00.0000,4.59E-03,1.06E-04,-1.10E-04
2438490.5, A.D. 1964-Apr-05 00:00:00.0000,4.59E-03,1.14E-04,-1.10E-04
2438491.5, A.D. 1964-Apr-06 00:00:00.0000,4.59E-03,1.21E-04,-1.10E-04
2438492.5, A.D. 1964-Apr-07 00:00:00.0000,4.58E-03,1.29E-04,-1.10E-04
2438493.5, A.D. 1964-Apr-08 00:00:00.0000,4.58E-03,1.36E-04,-1.10E-04
2438494.5, A.D. 1964-Apr-09 00:00:00.0000,4.58E-03,1.43E-04,-1.10E-04
2438495.5, A.D. 1964-Apr-10 00:00:00.0000,4.57E-03,1.51E-04,-1.10E-04
2438496.5, A.D. 1964-Apr-11 00:00:00.0000,4.57E-03,1.58E-04,-1.10E-04
2438497.5, A.D. 1964-Apr-12 00:00:00.0000,4.57E-03,1.66E-04,-1.10E-04
2438498.5, A.D. 1964-Apr-13 00:00:00.0000,4.57E-03,1.73E-04,-1.10E-04
2438499.5, A.D. 1964-Apr-14 00:00:00.0000,4.56E-03,1.81E-04,-1.09E-04
2438500.5, A.D. 1964-Apr-15 00:00:00.0000,4.56E-03,1.88E-04,-1.09E-04
2438501.5, A.D. 1964-Apr-16 00:00:00.0000,4.56E-03,1.95E-04,-1.09E-04
2438502.5, A.D. 1964-Apr-17 00:00:00.0000,4.55E-03,2.03E-04,-1.09E-04
2438503.5, A.D. 1964-Apr-18 00:00:00.0000,4.55E-03,2.10E-04,-1.09E-04
2438504.5, A.D. 1964-Apr-19 00:00:00.0000,4.55E-03,2.18E-04,-1.09E-04
2438505.5, A.D. 1964-Apr-20 00:00:00.0000,4.54E-03,2.25E-04,-1.09E-04
2438506.5, A.D. 1964-Apr-21 00:00:00.0000,4.54E-03,2.32E-04,-1.09E-04
2438507.5, A.D. 1964-Apr-22 00:00:00.0000,4.54E-03,2.40E-04,-1.09E-04
2438508.5, A.D. 1964-Apr-23 00:00:00.0000,4.53E-03,2.47E-04,-1.09E-04
2438509.5, A.D. 1964-Apr-24 00:00:00.0000,4.53E-03,2.54E-04,-1.09E-04
2438510.5, A.D. 1964-Apr-25 00:00:00.0000,4.53E-03,2.62E-04,-1.09E-04
2438511.5, A.D. 1964-Apr-26 00:00:00.0000,4.52E-03,2.69E-04,-1.09E-04
2438512.5, A.D. 1964-Apr-27 00:00:00.0000,4.52E-03,2.76E-04,-1.09E-04
2438513.5, A.D. 1964-Apr-28 00:00:00.0000,4.52E-03,2.84E-04,-1.09E-04
2438514.5, A.D. 1964-Apr-29 00:00:00.0000,4.51E-03,2.91E-04,-1.09E-04
2438515.5, A.D. 1964-Apr-30 00:00:00.0000,4.51E-03,2.98E-04,-1.09E-04
2438516.5, A.D. 1964-May-01 00:00:00.0000,4.51E-03,3.06E-04,-1.09E-04
2438517.5, A.D. 1964-May-02 00:00:00.0000,4.51E-03,3.13E-04,-1.09E-04
2438518.5, A.D. 1964-May-03 00:00:00.0000,4.50E-03,3.20E-04,-1.09E-04
2438519.5, A.D. 1964-May-04 00:00:00.0000,4.50E-03,3.28E-04,-1.09E-04
2438520.5, A.D. 1964-May-05 00:00:00.0000,4.50E-03,3.35E-04,-1.09E-04
2438521.5, A.D. 1964-May-06 00:00:00.0000,4.49E-03,3.42E-04,-1.09E-04
2438522.5, A.D. 1964-May-07 00:00:00.0000,4.49E-03,3.50E-04,-1.09E-04
2438523.5, A.D. 1964-May-08 00:00:00.0000,4.49E-03,3.57E-04,-1.09E-04
2438524.5, A.D. 1964-May-09 00:00:00.0000,4.48E-03,3.64E-04,-1.09E-04
2438525.5, A.D. 1964-May-10 00:00:00.0000,4.48E-03,3.71E-04,-1.09E-04
2438526.5, A.D. 1964-May-11 00:00:00.0000,4.48E-03,3.79E-04,-1.09E-04
2438527.5, A.D. 1964-May-12 00:00:00.0000,4.47E-03,3.86E-04,-1.09E-04
2438528.5, A.D. 1964-May-13 00:00:00.0000,4.47E-03,3.93E-04,-1.09E-04
2438529.5, A.D. 1964-May-14 00:00:00.0000,4.47E-03,4.00E-04,-1.09E-04
2438530.5, A.D. 1964-May-15 00:00:00.0000,4.46E-03,4.08E-04,-1.09E-04
2438531.5, A.D. 1964-May-16 00:00:00.0000,4.46E-03,4.15E-04,-1.09E-04
2438532.5, A.D. 1964-May-17 00:00:00.0000,4.46E-03,4.22E-04,-1.09E-04
2438533.5, A.D. 1964-May-18 00:00:00.0000,4.45E-03,4.29E-04,-1.09E-04
2438534.5, A.D. 1964-May-19 00:00:00.0000,4.45E-03,4.37E-04,-1.09E-04
2438535.5, A.D. 1964-May-20 00:00:00.0000,4.45E-03,4.44E-04,-1.09E-04
2438536.5, A.D. 1964-May-21 00:00:00.0000,4.44E-03,4.51E-04,-1.09E-04
2438537.5, A.D. 1964-May-22 00:00:00.0000,4.44E-03,4.58E-04,-1.09E-04
2438538.5, A.D. 1964-May-23 00:00:00.0000,4.43E-03,4.66E-04,-1.09E-04
2438539.5, A.D. 1964-May-24 00:00:00.0000,4.43E-03,4.73E-04,-1.09E-04
2438540.5, A.D. 1964-May-25 00:00:00.0000,4.43E-03,4.80E-04,-1.09E-04
2438541.5, A.D. 1964-May-26 00:00:00.0000,4.42E-03,4.87E-04,-1.09E-04
2438542.5, A.D. 1964-May-27 00:00:00.0000,4.42E-03,4.94E-04,-1.09E-04
2438543.5, A.D. 1964-May-28 00:00:00.0000,4.42E-03,5.02E-04,-1.09E-04
2438544.5, A.D. 1964-May-29 00:00:00.0000,4.41E-03,5.09E-04,-1.09E-04
2438545.5, A.D. 1964-May-30 00:00:00.0000,4.41E-03,5.16E-04,-1.09E-04
2438546.5, A.D. 1964-May-31 00:00:00.0000,4.41E-03,5.23E-04,-1.09E-04
2438547.5, A.D. 1964-Jun-01 00:00:00.0000,4.40E-03,5.30E-04,-1.09E-04
2438548.5, A.D. 1964-Jun-02 00:00:00.0000,4.40E-03,5.38E-04,-1.09E-04
2438549.5, A.D. 1964-Jun-03 00:00:00.0000,4.40E-03,5.45E-04,-1.09E-04
2438550.5, A.D. 1964-Jun-04 00:00:00.0000,4.39E-03,5.52E-04,-1.09E-04
2438551.5, A.D. 1964-Jun-05 00:00:00.0000,4.39E-03,5.59E-04,-1.09E-04
2438552.5, A.D. 1964-Jun-06 00:00:00.0000,4.39E-03,5.66E-04,-1.09E-04
2438553.5, A.D. 1964-Jun-07 00:00:00.0000,4.38E-03,5.73E-04,-1.09E-04
2438554.5, A.D. 1964-Jun-08 00:00:00.0000,4.38E-03,5.81E-04,-1.09E-04
2438555.5, A.D. 1964-Jun-09 00:00:00.0000,4.38E-03,5.88E-04,-1.09E-04
2438556.5, A.D. 1964-Jun-10 00:00:00.0000,4.37E-03,5.95E-04,-1.09E-04
2438557.5, A.D. 1964-Jun-11 00:00:00.0000,4.37E-03,6.02E-04,-1.09E-04
2438558.5, A.D. 1964-Jun-12 00:00:00.0000,4.36E-03,6.09E-04,-1.09E-04
2438559.5, A.D. 1964-Jun-13 00:00:00.0000,4.36E-03,6.16E-04,-1.09E-04
2438560.5, A.D. 1964-Jun-14 00:00:00.0000,4.36E-03,6.23E-04,-1.09E-04
2438561.5, A.D. 1964-Jun-15 00:00:00.0000,4.35E-03,6.31E-04,-1.09E-04
2438562.5, A.D. 1964-Jun-16 00:00:00.0000,4.35E-03,6.38E-04,-1.09E-04
2438563.5, A.D. 1964-Jun-17 00:00:00.0000,4.35E-03,6.45E-04,-1.09E-04
2438564.5, A.D. 1964-Jun-18 00:00:00.0000,4.34E-03,6.52E-04,-1.09E-04
2438565.5, A.D. 1964-Jun-19 00:00:00.0000,4.34E-03,6.59E-04,-1.09E-04
2438566.5, A.D. 1964-Jun-20 00:00:00.0000,4.34E-03,6.66E-04,-1.09E-04
2438567.5, A.D. 1964-Jun-21 00:00:00.0000,4.33E-03,6.73E-04,-1.09E-04
2438568.5, A.D. 1964-Jun-22 00:00:00.0000,4.33E-03,6.80E-04,-1.08E-04
2438569.5, A.D. 1964-Jun-23 00:00:00.0000,4.32E-03,6.87E-04,-1.08E-04
2438570.5, A.D. 1964-Jun-24 00:00:00.0000,4.32E-03,6.94E-04,-1.08E-04
2438571.5, A.D. 1964-Jun-25 00:00:00.0000,4.32E-03,7.02E-04,-1.08E-04
2438572.5, A.D. 1964-Jun-26 00:00:00.0000,4.31E-03,7.09E-04,-1.08E-04
2438573.5, A.D. 1964-Jun-27 00:00:00.0000,4.31E-03,7.16E-04,-1.08E-04
2438574.5, A.D. 1964-Jun-28 00:00:00.0000,4.31E-03,7.23E-04,-1.08E-04
2438575.5, A.D. 1964-Jun-29 00:00:00.0000,4.30E-03,7.30E-04,-1.08E-04
2438576.5, A.D. 1964-Jun-30 00:00:00.0000,4.30E-03,7.37E-04,-1.08E-04
2438577.5, A.D. 1964-Jul-01 00:00:00.0000,4.29E-03,7.44E-04,-1.08E-04
2438578.5, A.D. 1964-Jul-02 00:00:00.0000,4.29E-03,7.51E-04,-1.08E-04
2438579.5, A.D. 1964-Jul-03 00:00:00.0000,4.29E-03,7.58E-04,-1.08E-04
2438580.5, A.D. 1964-Jul-04 00:00:00.0000,4.28E-03,7.65E-04,-1.08E-04
2438581.5, A.D. 1964-Jul-05 00:00:00.0000,4.28E-03,7.72E-04,-1.08E-04
2438582.5, A.D. 1964-Jul-06 00:00:00.0000,4.28E-03,7.79E-04,-1.08E-04
2438583.5, A.D. 1964-Jul-07 00:00:00.0000,4.27E-03,7.86E-04,-1.08E-04
2438584.5, A.D. 1964-Jul-08 00:00:00.0000,4.27E-03,7.93E-04,-1.08E-04
2438585.5, A.D. 1964-Jul-09 00:00:00.0000,4.26E-03,8.00E-04,-1.08E-04
2438586.5, A.D. 1964-Jul-10 00:00:00.0000,4.26E-03,8.07E-04,-1.08E-04
2438587.5, A.D. 1964-Jul-11 00:00:00.0000,4.26E-03,8.14E-04,-1.08E-04
2438588.5, A.D. 1964-Jul-12 00:00:00.0000,4.25E-03,8.21E-04,-1.08E-04
2438589.5, A.D. 1964-Jul-13 00:00:00.0000,4.25E-03,8.28E-04,-1.08E-04
2438590.5, A.D. 1964-Jul-14 00:00:00.0000,4.24E-03,8.35E-04,-1.08E-04
2438591.5, A.D. 1964-Jul-15 00:00:00.0000,4.24E-03,8.42E-04,-1.08E-04
2438592.5, A.D. 1964-Jul-16 00:00:00.0000,4.24E-03,8.49E-04,-1.08E-04
2438593.5, A.D. 1964-Jul-17 00:00:00.0000,4.23E-03,8.56E-04,-1.08E-04
2438594.5, A.D. 1964-Jul-18 00:00:00.0000,4.23E-03,8.63E-04,-1.08E-04
2438595.5, A.D. 1964-Jul-19 00:00:00.0000,4.22E-03,8.70E-04,-1.08E-04
2438596.5, A.D. 1964-Jul-20 00:00:00.0000,4.22E-03,8.77E-04,-1.08E-04
2438597.5, A.D. 1964-Jul-21 00:00:00.0000,4.22E-03,8.84E-04,-1.08E-04
2438598.5, A.D. 1964-Jul-22 00:00:00.0000,4.21E-03,8.91E-04,-1.08E-04
2438599.5, A.D. 1964-Jul-23 00:00:00.0000,4.21E-03,8.98E-04,-1.08E-04
2438600.5, A.D. 1964-Jul-24 00:00:00.0000,4.20E-03,9.04E-04,-1.08E-04
2438601.5, A.D. 1964-Jul-25 00:00:00.0000,4.20E-03,9.11E-04,-1.08E-04
2438602.5, A.D. 1964-Jul-26 00:00:00.0000,4.20E-03,9.18E-04,-1.08E-04
2438603.5, A.D. 1964-Jul-27 00:00:00.0000,4.19E-03,9.25E-04,-1.08E-04
2438604.5, A.D. 1964-Jul-28 00:00:00.0000,4.19E-03,9.32E-04,-1.07E-04
2438605.5, A.D. 1964-Jul-29 00:00:00.0000,4.18E-03,9.39E-04,-1.07E-04
2438606.5, A.D. 1964-Jul-30 00:00:00.0000,4.18E-03,9.46E-04,-1.07E-04
2438607.5, A.D. 1964-Jul-31 00:00:00.0000,4.18E-03,9.53E-04,-1.07E-04
2438608.5, A.D. 1964-Aug-01 00:00:00.0000,4.17E-03,9.60E-04,-1.07E-04
2438609.5, A.D. 1964-Aug-02 00:00:00.0000,4.17E-03,9.67E-04,-1.07E-04
2438610.5, A.D. 1964-Aug-03 00:00:00.0000,4.16E-03,9.73E-04,-1.07E-04
2438611.5, A.D. 1964-Aug-04 00:00:00.0000,4.16E-03,9.80E-04,-1.07E-04
2438612.5, A.D. 1964-Aug-05 00:00:00.0000,4.15E-03,9.87E-04,-1.07E-04
2438613.5, A.D. 1964-Aug-06 00:00:00.0000,4.15E-03,9.94E-04,-1.07E-04
2438614.5, A.D. 1964-Aug-07 00:00:00.0000,4.15E-03,1.00E-03,-1.07E-04
2438615.5, A.D. 1964-Aug-08 00:00:00.0000,4.14E-03,1.01E-03,-1.07E-04
2438616.5, A.D. 1964-Aug-09 00:00:00.0000,4.14E-03,1.01E-03,-1.07E-04
2438617.5, A.D. 1964-Aug-10 00:00:00.0000,4.13E-03,1.02E-03,-1.07E-04
2438618.5, A.D. 1964-Aug-11 00:00:00.0000,4.13E-03,1.03E-03,-1.07E-04
2438619.5, A.D. 1964-Aug-12 00:00:00.0000,4.13E-03,1.04E-03,-1.07E-04
2438620.5, A.D. 1964-Aug-13 00:00:00.0000,4.12E-03,1.04E-03,-1.07E-04
2438621.5, A.D. 1964-Aug-14 00:00:00.0000,4.12E-03,1.05E-03,-1.07E-04
2438622.5, A.D. 1964-Aug-15 00:00:00.0000,4.11E-03,1.06E-03,-1.07E-04
2438623.5, A.D. 1964-Aug-16 00:00:00.0000,4.11E-03,1.06E-03,-1.07E-04
2438624.5, A.D. 1964-Aug-17 00:00:00.0000,4.10E-03,1.07E-03,-1.07E-04
2438625.5, A.D. 1964-Aug-18 00:00:00.0000,4.10E-03,1.08E-03,-1.07E-04
2438626.5, A.D. 1964-Aug-19 00:00:00.0000,4.10E-03,1.08E-03,-1.07E-04
2438627.5, A.D. 1964-Aug-20 00:00:00.0000,4.09E-03,1.09E-03,-1.07E-04
2438628.5, A.D. 1964-Aug-21 00:00:00.0000,4.09E-03,1.10E-03,-1.07E-04
2438629.5, A.D. 1964-Aug-22 00:00:00.0000,4.08E-03,1.10E-03,-1.07E-04
2438630.5, A.D. 1964-Aug-23 00:00:00.0000,4.08E-03,1.11E-03,-1.07E-04
2438631.5, A.D. 1964-Aug-24 00:00:00.0000,4.07E-03,1.12E-03,-1.06E-04
2438632.5, A.D. 1964-Aug-25 00:00:00.0000,4.07E-03,1.12E-03,-1.06E-04
2438633.5, A.D. 1964-Aug-26 00:00:00.0000,4.07E-03,1.13E-03,-1.06E-04
2438634.5, A.D. 1964-Aug-27 00:00:00.0000,4.06E-03,1.14E-03,-1.06E-04
2438635.5, A.D. 1964-Aug-28 00:00:00.0000,4.06E-03,1.14E-03,-1.06E-04
2438636.5, A.D. 1964-Aug-29 00:00:00.0000,4.05E-03,1.15E-03,-1.06E-04
2438637.5, A.D. 1964-Aug-30 00:00:00.0000,4.05E-03,1.16E-03,-1.06E-04
2438638.5, A.D. 1964-Aug-31 00:00:00.0000,4.04E-03,1.16E-03,-1.06E-04
2438639.5, A.D. 1964-Sep-01 00:00:00.0000,4.04E-03,1.17E-03,-1.06E-04
2438640.5, A.D. 1964-Sep-02 00:00:00.0000,4.03E-03,1.18E-03,-1.06E-04
2438641.5, A.D. 1964-Sep-03 00:00:00.0000,4.03E-03,1.18E-03,-1.06E-04
2438642.5, A.D. 1964-Sep-04 00:00:00.0000,4.02E-03,1.19E-03,-1.06E-04
2438643.5, A.D. 1964-Sep-05 00:00:00.0000,4.02E-03,1.20E-03,-1.06E-04
2438644.5, A.D. 1964-Sep-06 00:00:00.0000,4.02E-03,1.20E-03,-1.06E-04
2438645.5, A.D. 1964-Sep-07 00:00:00.0000,4.01E-03,1.21E-03,-1.06E-04
2438646.5, A.D. 1964-Sep-08 00:00:00.0000,4.01E-03,1.22E-03,-1.06E-04
2438647.5, A.D. 1964-Sep-09 00:00:00.0000,4.00E-03,1.22E-03,-1.06E-04
2438648.5, A.D. 1964-Sep-10 00:00:00.0000,4.00E-03,1.23E-03,-1.06E-04
2438649.5, A.D. 1964-Sep-11 00:00:00.0000,3.99E-03,1.24E-03,-1.06E-04
2438650.5, A.D. 1964-Sep-12 00:00:00.0000,3.99E-03,1.24E-03,-1.06E-04
2438651.5, A.D. 1964-Sep-13 00:00:00.0000,3.98E-03,1.25E-03,-1.06E-04
2438652.5, A.D. 1964-Sep-14 00:00:00.0000,3.98E-03,1.26E-03,-1.06E-04
2438653.5, A.D. 1964-Sep-15 00:00:00.0000,3.97E-03,1.26E-03,-1.05E-04
2438654.5, A.D. 1964-Sep-16 00:00:00.0000,3.97E-03,1.27E-03,-1.05E-04
2438655.5, A.D. 1964-Sep-17 00:00:00.0000,3.97E-03,1.28E-03,-1.05E-04
2438656.5, A.D. 1964-Sep-18 00:00:00.0000,3.96E-03,1.28E-03,-1.05E-04
2438657.5, A.D. 1964-Sep-19 00:00:00.0000,3.96E-03,1.29E-03,-1.05E-04
2438658.5, A.D. 1964-Sep-20 00:00:00.0000,3.95E-03,1.30E-03,-1.05E-04
2438659.5, A.D. 1964-Sep-21 00:00:00.0000,3.95E-03,1.30E-03,-1.05E-04
2438660.5, A.D. 1964-Sep-22 00:00:00.0000,3.94E-03,1.31E-03,-1.05E-04
2438661.5, A.D. 1964-Sep-23 00:00:00.0000,3.94E-03,1.31E-03,-1.05E-04
2438662.5, A.D. 1964-Sep-24 00:00:00.0000,3.93E-03,1.32E-03,-1.05E-04
2438663.5, A.D. 1964-Sep-25 00:00:00.0000,3.93E-03,1.33E-03,-1.05E-04
2438664.5, A.D. 1964-Sep-26 00:00:00.0000,3.92E-03,1.33E-03,-1.05E-04
2438665.5, A.D. 1964-Sep-27 00:00:00.0000,3.92E-03,1.34E-03,-1.05E-04
2438666.5, A.D. 1964-Sep-28 00:00:00.0000,3.91E-03,1.35E-03,-1.05E-04
2438667.5, A.D. 1964-Sep-29 00:00:00.0000,3.91E-03,1.35E-03,-1.05E-04
2438668.5, A.D. 1964-Sep-30 00:00:00.0000,3.90E-03,1.36E-03,-1.05E-04
2438669.5, A.D. 1964-Oct-01 00:00:00.0000,3.90E-03,1.37E-03,-1.05E-04
2438670.5, A.D. 1964-Oct-02 00:00:00.0000,3.89E-03,1.37E-03,-1.05E-04
2438671.5, A.D. 1964-Oct-03 00:00:00.0000,3.89E-03,1.38E-03,-1.05E-04
2438672.5, A.D. 1964-Oct-04 00:00:00.0000,3.89E-03,1.39E-03,-1.04E-04
2438673.5, A.D. 1964-Oct-05 00:00:00.0000,3.88E-03,1.39E-03,-1.04E-04
2438674.5, A.D. 1964-Oct-06 00:00:00.0000,3.88E-03,1.40E-03,-1.04E-04
2438675.5, A.D. 1964-Oct-07 00:00:00.0000,3.87E-03,1.40E-03,-1.04E-04
2438676.5, A.D. 1964-Oct-08 00:00:00.0000,3.87E-03,1.41E-03,-1.04E-04
2438677.5, A.D. 1964-Oct-09 00:00:00.0000,3.86E-03,1.42E-03,-1.04E-04
2438678.5, A.D. 1964-Oct-10 00:00:00.0000,3.86E-03,1.42E-03,-1.04E-04
2438679.5, A.D. 1964-Oct-11 00:00:00.0000,3.85E-03,1.43E-03,-1.04E-04
2438680.5, A.D. 1964-Oct-12 00:00:00.0000,3.85E-03,1.44E-03,-1.04E-04
2438681.5, A.D. 1964-Oct-13 00:00:00.0000,3.84E-03,1.44E-03,-1.04E-04
2438682.5, A.D. 1964-Oct-14 00:00:00.0000,3.84E-03,1.45E-03,-1.04E-04
2438683.5, A.D. 1964-Oct-15 00:00:00.0000,3.83E-03,1.45E-03,-1.04E-04
2438684.5, A.D. 1964-Oct-16 00:00:00.0000,3.83E-03,1.46E-03,-1.04E-04
2438685.5, A.D. 1964-Oct-17 00:00:00.0000,3.82E-03,1.47E-03,-1.04E-04
2438686.5, A.D. 1964-Oct-18 00:00:00.0000,3.82E-03,1.47E-03,-1.04E-04
2438687.5, A.D. 1964-Oct-19 00:00:00.0000,3.81E-03,1.48E-03,-1.04E-04
2438688.5, A.D. 1964-Oct-20 00:00:00.0000,3.81E-03,1.49E-03,-1.04E-04
2438689.5, A.D. 1964-Oct-21 00:00:00.0000,3.80E-03,1.49E-03,-1.04E-04
2438690.5, A.D. 1964-Oct-22 00:00:00.0000,3.80E-03,1.50E-03,-1.04E-04
2438691.5, A.D. 1964-Oct-23 00:00:00.0000,3.79E-03,1.50E-03,-1.03E-04
2438692.5, A.D. 1964-Oct-24 00:00:00.0000,3.79E-03,1.51E-03,-1.03E-04
2438693.5, A.D. 1964-Oct-25 00:00:00.0000,3.78E-03,1.52E-03,-1.03E-04
2438694.5, A.D. 1964-Oct-26 00:00:00.0000,3.78E-03,1.52E-03,-1.03E-04
2438695.5, A.D. 1964-Oct-27 00:00:00.0000,3.77E-03,1.53E-03,-1.03E-04
2438696.5, A.D. 1964-Oct-28 00:00:00.0000,3.77E-03,1.54E-03,-1.03E-04
2438697.5, A.D. 1964-Oct-29 00:00:00.0000,3.76E-03,1.54E-03,-1.03E-04
2438698.5, A.D. 1964-Oct-30 00:00:00.0000,3.76E-03,1.55E-03,-1.03E-04
