#            JDTDB,            Calendar Date (TDB),X,Y,Z
2431394.5, A.D. 1944-Oct-31 00:00:00.0000,-6.49E-03,4.72E-03,1.08E-04
2431395.5, A.D. 1944-Nov-01 00:00:00.0000,-6.49E-03,4.72E-03,1.08E-04
2431396.5, A.D. 1944-Nov-02 00:00:00.0000,-6.49E-03,4.71E-03,1.08E-04
2431397.5, A.D. 1944-Nov-03 00:00:00.0000,-6.50E-03,4.70E-03,1.09E-04
2431398.5, A.D. 1944-Nov-04 00:00:00.0000,-6.50E-03,4.70E-03,1.09E-04
2431399.5, A.D. 1944-Nov-05 00:00:00.0000,-6.51E-03,4.69E-03,1.09E-04
2431400.5, A.D. 1944-Nov-06 00:00:00.0000,-6.51E-03,4.68E-03,1.09E-04
2431401.5, A.D. 1944-Nov-07 00:00:00.0000,-6.51E-03,4.68E-03,1.09E-04
2431402.5, A.D. 1944-Nov-08 00:00:00.0000,-6.52E-03,4.67E-03,1.09E-04
2431403.5, A.D. 1944-Nov-09 00:00:00.0000,-6.52E-03,4.66E-03,1.09E-04
2431404.5, A.D. 1944-Nov-10 00:00:00.0000,-6.53E-03,4.66E-03,1.10E-04
2431405.5, A.D. 1944-Nov-11 00:00:00.0000,-6.53E-03,4.65E-03,1.10E-04
2431406.5, A.D. 1944-Nov-12 00:00:00.0000,-6.53E-03,4.64E-03,1.10E-04
2431407.5, A.D. 1944-Nov-13 00:00:00.0000,-6.54E-03,4.63E-03,1.10E-04
2431408.5, A.D. 1944-Nov-14 00:00:00.0000,-6.54E-03,4.63E-03,1.10E-04
2431409.5, A.D. 1944-Nov-15 00:00:00.0000,-6.55E-03,4.62E-03,1.10E-04
2431410.5, A.D. 1944-Nov-16 00:00:00.0000,-6.55E-03,4.61E-03,1.10E-04
2431411.5, A.D. 1944-Nov-17 00:00:00.0000,-6.55E-03,4.61E-03,1.11E-04
2431412.5, A.D. 1944-Nov-18 00:00:00.0000,-6.56E-03,4.60E-03,1.11E-04
2431413.5, A.D. 1944-Nov-19 00:00:00.0000,-6.56E-03,4.59E-03,1.11E-04
2431414.5, A.D. 1944-Nov-20 00:00:00.0000,-6.56E-03,4.59E-03,1.11E-04
2431415.5, A.D. 1944-Nov-21 00:00:00.0000,-6.57E-03,4.58E-03,1.11E-04
2431416.5, A.D. 1944-Nov-22 00:00:00.0000,-6.57E-03,4.57E-03,1.11E-04
2431417.5, A.D. 1944-Nov-23 00:00:00.0000,-6.58E-03,4.57E-03,1.11E-04
2431418.5, A.D. 1944-Nov-24 00:00:00.0000,-6.58E-03,4.56E-03,1.12E-04
2431419.5, A.D. 1944-Nov-25 00:00:00.0000,-6.58E-03,4.55E-03,1.12E-04
2431420.5, A.D. 1944-Nov-26 00:00:00.0000,-6.59E-03,4.55E-03,1.12E-04
2431421.5, A.D. 1944-Nov-27 00:00:00.0000,-6.59E-03,4.54E-03,1.12E-04
2431422.5, A.D. 1944-Nov-28 00:00:00.0000,-6.59E-03,4.53E-03,1.12E-04
2431423.5, A.D. 1944-Nov-29 00:00:00.0000,-6.60E-03,4.53E-03,1.12E-04
2431424.5, A.D. 1944-Nov-30 00:00:00.0000,-6.60E-03,4.52E-03,1.13E-04
2431425.5, A.D. 1944-Dec-01 00:00:00.0000,-6.61E-03,4.51E-03,1.13E-04
2431426.5, A.D. 1944-Dec-02 00:00:00.0000,-6.61E-03,4.50E-03,1.13E-04
2431427.5, A.D. 1944-Dec-03 00:00:00.0000,-6.61E-03,4.50E-03,1.13E-04
2431428.5, A.D. 1944-Dec-04 00:00:00.0000,-6.62E-03,4.49E-03,1.13E-04
2431429.5, A.D. 1944-Dec-05 00:00:00.0000,-6.62E-03,4.48E-03,1.13E-04
2431430.5, A.D. 1944-Dec-06 00:00:00.0000,-6.62E-03,4.48E-03,1.13E-04
2431431.5, A.D. 1944-Dec-07 00:00:00.0000,-6.63E-03,4.47E-03,1.14E-04
2431432.5, A.D. 1944-Dec-08 00:00:00.0000,-6.63E-03,4.46E-03,1.14E-04
2431433.5, A.D. 1944-Dec-09 00:00:00.0000,-6.64E-03,4.46E-03,1.14E-04
2431434.5, A.D. 1944-Dec-10 00:00:00.0000,-6.64E-03,4.45E-03,1.14E-04
2431435.5, A.D. 1944-Dec-11 00:00:00.0000,-6.64E-03,4.44E-03,1.14E-04
2431436.5, A.D. 1944-Dec-12 00:00:00.0000,-6.65E-03,4.44E-03,1.14E-04
2431437.5, A.D. 1944-Dec-13 00:00:00.0000,-6.65E-03,4.43E-03,1.14E-04
2431438.5, A.D. 1944-Dec-14 00:00:00.0000,-6.65E-03,4.42E-03,1.15E-04
2431439.5, A.D. 1944-Dec-15 00:00:00.0000,-6.66E-03,4.41E-03,1.15E-04
2431440.5, A.D. 1944-Dec-16 00:00:00.0000,-6.66E-03,4.41E-03,1.15E-04
2431441.5, A.D. 1944-Dec-17 00:00:00.0000,-6.66E-03,4.40E-03,1.15E-04
2431442.5, A.D. 1944-Dec-18 00:00:00.0000,-6.67E-03,4.39E-03,1.15E-04
2431443.5, A.D. 1944-Dec-19 00:00:00.0000,-6.67E-03,4.39E-03,1.15E-04
2431444.5, A.D. 1944-Dec-20 00:00:00.0000,-6.68E-03,4.38E-03,1.15E-04
2431445.5, A.D. 1944-Dec-21 00:00:00.0000,-6.68E-03,4.37E-03,1.16E-04
2431446.5, A.D. 1944-Dec-22 00:00:00.0000,-6.68E-03,4.37E-03,1.16E-04
2431447.5, A.D. 1944-Dec-23 00:00:00.0000,-6.69E-03,4.36E-03,1.16E-04
2431448.5, A.D. 1944-Dec-24 00:00:00.0000,-6.69E-03,4.35E-03,1.16E-04
2431449.5, A.D. 1944-Dec-25 00:00:00.0000,-6.69E-03,4.35E-03,1.16E-04
2431450.5, A.D. 1944-Dec-26 00:00:00.0000,-6.70E-03,4.34E-03,1.16E-04
2431451.5, A.D. 1944-Dec-27 00:00:00.0000,-6.70E-03,4.33E-03,1.16E-04
2431452.5, A.D. 1944-Dec-28 00:00:00.0000,-6.70E-03,4.32E-03,1.17E-04
2431453.5, A.D. 1944-Dec-29 00:00:00.0000,-6.71E-03,4.32E-03,1.17E-04
2431454.5, A.D. 1944-Dec-30 00:00:00.0000,-6.71E-03,4.31E-03,1.17E-04
2431455.5, A.D. 1944-Dec-31 00:00:00.0000,-6.71E-03,4.30E-03,1.17E-04
2431456.5, A.D. 1945-Jan-01 00:00:00.0000,-6.72E-03,4.30E-03,1.17E-04
2431457.5, A.D. 1945-Jan-02 00:00:00.0000,-6.72E-03,4.29E-03,1.17E-04
2431458.5, A.D. 1945-Jan-03 00:00:00.0000,-6.73E-03,4.28E-03,1.17E-04
2431459.5, A.D. 1945-Jan-04 00:00:00.0000,-6.73E-03,4.28E-03,1.18E-04
2431460.5, A.D. 1945-Jan-05 00:00:00.0000,-6.73E-03,4.27E-03,1.18E-04
2431461.5, A.D. 1945-Jan-06 00:00:00.0000,-6.74E-03,4.26E-03,1.18E-04
2431462.5, A.D. 1945-Jan-07 00:00:00.0000,-6.74E-03,4.25E-03,1.18E-04
2431463.5, A.D. 1945-Jan-08 00:00:00.0000,-6.74E-03,4.25E-03,1.18E-04
2431464.5, A.D. 1945-Jan-09 00:00:00.0000,-6.75E-03,4.24E-03,1.18E-04
2431465.5, A.D. 1945-Jan-10 00:00:00.0000,-6.75E-03,4.23E-03,1.18E-04
2431466.5, A.D. 1945-Jan-11 00:00:00.0000,-6.75E-03,4.23E-03,1.18E-04
2431467.5, A.D. 1945-Jan-12 00:00:00.0000,-6.76E-03,4.22E-03,1.19E-04
2431468.5, A.D. 1945-Jan-13 00:00:00.0000,-6.76E-03,4.21E-03,1.19E-04
2431469.5, A.D. 1945-Jan-14 00:00:00.0000,-6.76E-03,4.20E-03,1.19E-04
2431470.5, A.D. 1945-Jan-15 00:00:00.0000,-6.77E-03,4.20E-03,1.19E-04
2431471.5, A.D. 1945-Jan-16 00:00:00.0000,-6.77E-03,4.19E-03,1.19E-04
2431472.5, A.D. 1945-Jan-17 00:00:00.0000,-6.77E-03,4.18E-03,1.19E-04
2431473.5, A.D. 1945-Jan-18 00:00:00.0000,-6.78E-03,4.18E-03,1.19E-04
2431474.5, A.D. 1945-Jan-19 00:00:00.0000,-6.78E-03,4.17E-03,1.20E-04
2431475.5, A.D. 1945-Jan-20 00:00:00.0000,-6.78E-03,4.16E-03,1.20E-04
2431476.5, A.D. 1945-Jan-21 00:00:00.0000,-6.79E-03,4.15E-03,1.20E-04
2431477.5, A.D. 1945-Jan-22 00:00:00.0000,-6.79E-03,4.15E-03,1.20E-04
2431478.5, A.D. 1945-Jan-23 00:00:00.0000,-6.79E-03,4.14E-03,1.20E-04
2431479.5, A.D. 1945-Jan-24 00:00:00.0000,-6.80E-03,4.13E-03,1.20E-04
2431480.5, A.D. 1945-Jan-25 00:00:00.0000,-6.80E-03,4.13E-03,1.20E-04
2431481.5, A.D. 1945-Jan-26 00:00:00.0000,-6.80E-03,4.12E-03,1.21E-04
2431482.5, A.D. 1945-Jan-27 00:00:00.0000,-6.81E-03,4.11E-03,1.21E-04
2431483.5, A.D. 1945-Jan-28 00:00:00.0000,-6.81E-03,4.10E-03,1.21E-04
2431484.5, A.D. 1945-Jan-29 00:00:00.0000,-6.81E-03,4.10E-03,1.21E-04
2431485.5, A.D. 1945-Jan-30 00:00:00.0000,-6.82E-03,4.09E-03,1.21E-04
2431486.5, A.D. 1945-Jan-31 00:00:00.0000,-6.82E-03,4.08E-03,1.21E-04
2431487.5, A.D. 1945-Feb-01 00:00:00.0000,-6.82E-03,4.08E-03,1.21E-04
2431488.5, A.D. 1945-Feb-02 00:00:00.0000,-6.83E-03,4.07E-03,1.22E-04
2431489.5, A.D. 1945-Feb-03 00:00:00.0000,-6.83E-03,4.06E-03,1.22E-04
2431490.5, A.D. 1945-Feb-04 00:00:00.0000,-6.83E-03,4.05E-03,1.22E-04
2431491.5, A.D. 1945-Feb-05 00:00:00.0000,-6.83E-03,4.05E-03,1.22E-04
2431492.5, A.D. 1945-Feb-06 00:00:00.0000,-6.84E-03,4.04E-03,1.22E-04
2431493.5, A.D. 1945-Feb-07 00:00:00.0000,-6.84E-03,4.03E-03,1.22E-04
2431494.5, A.D. 1945-Feb-08 00:00:00.0000,-6.84E-03,4.03E-03,1.22E-04
2431495.5, A.D. 1945-Feb-09 00:00:00.0000,-6.85E-03,4.02E-03,1.22E-04
2431496.5, A.D. 1945-Feb-10 00:00:00.0000,-6.85E-03,4.01E-03,1.23E-04
2431497.5, A.D. 1945-Feb-11 00:00:00.0000,-6.85E-03,4.00E-03,1.23E-04
2431498.5, A.D. 1945-Feb-12 00:00:00.0000,-6.86E-03,4.00E-03,1.23E-04
2431499.5, A.D. 1945-Feb-13 00:00:00.0000,-6.86E-03,3.99E-03,1.23E-04
2431500.5, A.D. 1945-Feb-14 00:00:00.0000,-6.86E-03,3.98E-03,1.23E-04
2431501.5, A.D. 1945-Feb-15 00:00:00.0000,-6.87E-03,3.98E-03,1.23E-04
2431502.5, A.D. 1945-Feb-16 00:00:00.0000,-6.87E-03,3.97E-03,1.23E-04
2431503.5, A.D. 1945-Feb-17 00:00:00.0000,-6.87E-03,3.96E-03,1.24E-04
2431504.5, A.D. 1945-Feb-18 00:00:00.0000,-6.87E-03,3.95E-03,1.24E-04
2431505.5, A.D. 1945-Feb-19 00:00:00.0000,-6.88E-03,3.95E-03,1.24E-04
2431506.5, A.D. 1945-Feb-20 00:00:00.0000,-6.88E-03,3.94E-03,1.24E-04
2431507.5, A.D. 1945-Feb-21 00:00:00.0000,-6.88E-03,3.93E-03,1.24E-04
2431508.5, A.D. 1945-Feb-22 00:00:00.0000,-6.89E-03,3.92E-03,1.24E-04
2431509.5, A.D. 1945-Feb-23 00:00:00.0000,-6.89E-03,3.92E-03,1.24E-04
2431510.5, A.D. 1945-Feb-24 00:00:00.0000,-6.89E-03,3.91E-03,1.24E-04
2431511.5, A.D. 1945-Feb-25 00:00:00.0000,-6.90E-03,3.90E-03,1.25E-04
2431512.5, A.D. 1945-Feb-26 00:00:00.0000,-6.90E-03,3.90E-03,1.25E-04
2431513.5, A.D. 1945-Feb-27 00:00:00.0000,-6.90E-03,3.89E-03,1.25E-04
2431514.5, A.D. 1945-Feb-28 00:00:00.0000,-6.90E-03,3.88E-03,1.25E-04
2431515.5, A.D. 1945-Mar-01 00:00:00.0000,-6.91E-03,3.87E-03,1.25E-04
2431516.5, A.D. 1945-Mar-02 00:00:00.0000,-6.91E-03,3.87E-03,1.25E-04
2431517.5, A.D. 1945-Mar-03 00:00:00.0000,-6.91E-03,3.86E-03,1.25E-04
2431518.5, A.D. 1945-Mar-04 00:00:00.0000,-6.92E-03,3.85E-03,1.25E-04
2431519.5, A.D. 1945-Mar-05 00:00:00.0000,-6.92E-03,3.84E-03,1.26E-04
2431520.5, A.D. 1945-Mar-06 00:00:00.0000,-6.92E-03,3.84E-03,1.26E-04
2431521.5, A.D. 1945-Mar-07 00:00:00.0000,-6.92E-03,3.83E-03,1.26E-04
2431522.5, A.D. 1945-Mar-08 00:00:00.0000,-6.93E-03,3.82E-03,1.26E-04
2431523.5, A.D. 1945-Mar-09 00:00:00.0000,-6.93E-03,3.82E-03,1.26E-04
2431524.5, A.D. 1945-Mar-10 00:00:00.0000,-6.93E-03,3.81E-03,1.26E-04
2431525.5, A.D. 1945-Mar-11 00:00:00.0000,-6.94E-03,3.80E-03,1.26E-04
2431526.5, A.D. 1945-Mar-12 00:00:00.0000,-6.94E-03,3.79E-03,1.26E-04
2431527.5, A.D. 1945-Mar-13 00:00:00.0000,-6.94E-03,3.79E-03,1.27E-04
2431528.5, A.D. 1945-Mar-14 00:00:00.0000,-6.94E-03,3.78E-03,1.27E-04
2431529.5, A.D. 1945-Mar-15 00:00:00.0000,-6.95E-03,3.77E-03,1.27E-04
2431530.5, A.D. 1945-Mar-16 00:00:00.0000,-6.95E-03,3.76E-03,1.27E-04
2431531.5, A.D. 1945-Mar-17 00:00:00.0000,-6.95E-03,3.76E-03,1.27E-04
2431532.5, A.D. 1945-Mar-18 00:00:00.0000,-6.95E-03,3.75E-03,1.27E-04
2431533.5, A.D. 1945-Mar-19 00:00:00.0000,-6.96E-03,3.74E-03,1.27E-04
2431534.5, A.D. 1945-Mar-20 00:00:00.0000,-6.96E-03,3.73E-03,1.27E-04
2431535.5, A.D. 1945-Mar-21 00:00:00.0000,-6.96E-03,3.73E-03,1.28E-04
2431536.5, A.D. 1945-Mar-22 00:00:00.0000,-6.97E-03,3.72E-03,1.28E-04
2431537.5, A.D. 1945-Mar-23 00:00:00.0000,-6.97E-03,3.71E-03,1.28E-04
2431538.5, A.D. 1945-Mar-24 00:00:00.0000,-6.97E-03,3.71E-03,1.28E-04
2431539.5, A.D. 1945-Mar-25 00:00:00.0000,-6.97E-03,3.70E-03,1.28E-04
2431540.5, A.D. 1945-Mar-26 00:00:00.0000,-6.98E-03,3.69E-03,1.28E-04
2431541.5, A.D. 1945-Mar-27 00:00:00.0000,-6.98E-03,3.68E-03,1.28E-04
2431542.5, A.D. 1945-Mar-28 00:00:00.0000,-6.98E-03,3.68E-03,1.28E-04
2431543.5, A.D. 1945-Mar-29 00:00:00.0000,-6.98E-03,3.67E-03,1.29E-04
2431544.5, A.D. 1945-Mar-30 00:00:00.0000,-6.99E-03,3.66E-03,1.29E-04
2431545.5, A.D. 1945-Mar-31 00:00:00.0000,-6.99E-03,3.65E-03,1.29E-04
2431546.5, A.D. 1945-Apr-01 00:00:00.0000,-6.99E-03,3.65E-03,1.29E-04
2431547.5, A.D. 1945-Apr-02 00:00:00.0000,-6.99E-03,3.64E-03,1.29E-04
2431548.5, A.D. 1945-Apr-03 00:00:00.0000,-7.00E-03,3.63E-03,1.29E-04
2431549.5, A.D. 1945-Apr-04 00:00:00.0000,-7.00E-03,3.62E-03,1.29E-04
2431550.5, A.D. 1945-Apr-05 00:00:00.0000,-7.00E-03,3.62E-03,1.29E-04
2431551.5, A.D. 1945-Apr-06 00:00:00.0000,-7.00E-03,3.61E-03,1.30E-04
2431552.5, A.D. 1945-Apr-07 00:00:00.0000,-7.01E-03,3.60E-03,1.30E-04
2431553.5, A.D. 1945-Apr-08 00:00:00.0000,-7.01E-03,3.59E-03,1.30E-04
2431554.5, A.D. 1945-Apr-09 00:00:00.0000,-7.01E-03,3.59E-03,1.30E-04
2431555.5, A.D. 1945-Apr-10 00:00:00.0000,-7.01E-03,3.58E-03,1.30E-04
2431556.5, A.D. 1945-Apr-11 00:00:00.0000,-7.02E-03,3.57E-03,1.30E-04
2431557.5, A.D. 1945-Apr-12 00:00:00.0000,-7.02E-03,3.57E-03,1.30E-04
2431558.5, A.D. 1945-Apr-13 00:00:00.0000,-7.02E-03,3.56E-03,1.30E-04
2431559.5, A.D. 1945-Apr-14 00:00:00.0000,-7.02E-03,3.55E-03,1.30E-04
2431560.5, A.D. 1945-Apr-15 00:00:00.0000,-7.03E-03,3.54E-03,1.31E-04
2431561.5, A.D. 1945-Apr-16 00:00:00.0000,-7.03E-03,3.54E-03,1.31E-04
2431562.5, A.D. 1945-Apr-17 00:00:00.0000,-7.03E-03,3.53E-03,1.31E-04
2431563.5, A.D. 1945-Apr-18 00:00:00.0000,-7.03E-03,3.52E-03,1.31E-04
2431564.5, A.D. 1945-Apr-19 00:00:00.0000,-7.04E-03,3.51E-03,1.31E-04
2431565.5, A.D. 1945-Apr-20 00:00:00.0000,-7.04E-03,3.51E-03,1.31E-04
2431566.5, A.D. 1945-Apr-21 00:00:00.0000,-7.04E-03,3.50E-03,1.31E-04
2431567.5, A.D. 1945-Apr-22 00:00:00.0000,-7.04E-03,3.49E-03,1.31E-04
2431568.5, A.D. 1945-Apr-23 00:00:00.0000,-7.04E-03,3.48E-03,1.32E-04
2431569.5, A.D. 1945-Apr-24 00:00:00.0000,-7.05E-03,3.48E-03,1.32E-04
2431570.5, A.D. 1945-Apr-25 00:00:00.0000,-7.05E-03,3.47E-03,1.32E-04
2431571.5, A.D. 1945-Apr-26 00:00:00.0000,-7.05E-03,3.46E-03,1.32E-04
2431572.5, A.D. 1945-Apr-27 00:00:00.0000,-7.05E-03,3.45E-03,1.32E-04
2431573.5, A.D. 1945-Apr-28 00:00:00.0000,-7.06E-03,3.45E-03,1.32E-04
2431574.5, A.D. 1945-Apr-29 00:00:00.0000,-7.06E-03,3.44E-03,1.32E-04
2431575.5, A.D. 1945-Apr-30 00:00:00.0000,-7.06E-03,3.43E-03,1.32E-04
2431576.5, A.D. 1945-May-01 00:00:00.0000,-7.06E-03,3.42E-03,1.32E-04
2431577.5, A.D. 1945-May-02 00:00:00.0000,-7.06E-03,3.42E-03,1.33E-04
2431578.5, A.D. 1945-May-03 00:00:00.0000,-7.07E-03,3.41E-03,1.33E-04
2431579.5, A.D. 1945-May-04 00:00:00.0000,-7.07E-03,3.40E-03,1.33E-04
2431580.5, A.D. 1945-May-05 00:00:00.0000,-7.07E-03,3.40E-03,1.33E-04
2431581.5, A.D. 1945-May-06 00:00:00.0000,-7.07E-03,3.39E-03,1.33E-04
2431582.5, A.D. 1945-May-07 00:00:00.0000,-7.07E-03,3.38E-03,1.33E-04
2431583.5, A.D. 1945-May-08 00:00:00.0000,-7.08E-03,3.37E-03,1.33E-04
2431584.5, A.D. 1945-May-09 00:00:00.0000,-7.08E-03,3.37E-03,1.33E-04
2431585.5, A.D. 1945-May-10 00:00:00.0000,-7.08E-03,3.36E-03,1.33E-04
2431586.5, A.D. 1945-May-11 00:00:00.0000,-7.08E-03,3.35E-03,1.34E-04
2431587.5, A.D. 1945-May-12 00:00:00.0000,-7.09E-03,3.34E-03,1.34E-04
2431588.5, A.D. 1945-May-13 00:00:00.0000,-7.09E-03,3.34E-03,1.34E-04
2431589.5, A.D. 1945-May-14 00:00:00.0000,-7.09E-03,3.33E-03,1.34E-04
2431590.5, A.D. 1945-May-15 00:00:00.0000,-7.09E-03,3.32E-03,1.34E-04
2431591.5, A.D. 1945-May-16 00:00:00.0000,-7.09E-03,3.31E-03,1.34E-04
2431592.5, A.D. 1945-May-17 00:00:00.0000,-7.10E-03,3.31E-03,1.34E-04
2431593.5, A.D. 1945-May-18 00:00:00.0000,-7.10E-03,3.30E-03,1.34E-04
2431594.5, A.D. 1945-May-19 00:00:00.0000,-7.10E-03,3.29E-03,1.34E-04
2431595.5, A.D. 1945-May-20 00:00:00.0000,-7.10E-03,3.28E-03,1.35E-04
2431596.5, A.D. 1945-May-21 00:00:00.0000,-7.10E-03,3.28E-03,1.35E-04
2431597.5, A.D. 1945-May-22 00:00:00.0000,-7.11E-03,3.27E-03,1.35E-04
2431598.5, A.D. 1945-May-23 00:00:00.0000,-7.11E-03,3.26E-03,1.35E-04
2431599.5, A.D. 1945-May-24 00:00:00.0000,-7.11E-03,3.25E-03,1.35E-04
2431600.5, A.D. 1945-May-25 00:00:00.0000,-7.11E-03,3.25E-03,1.35E-04
2431601.5, A.D. 1945-May-26 00:00:00.0000,-7.11E-03,3.24E-03,1.35E-04
2431602.5, A.D. 1945-May-27 00:00:00.0000,-7.11E-03,3.23E-03,1.35E-04
2431603.5, A.D. 1945-May-28 00:00:00.0000,-7.12E-03,3.23E-03,1.35E-04
2431604.5, A.D. 1945-May-29 00:00:00.0000,-7.12E-03,3.22E-03,1.35E-04
2431605.5, A.D. 1945-May-30 00:00:00.0000,-7.12E-03,3.21E-03,1.36E-04
2431606.5, A.D. 1945-May-31 00:00:00.0000,-7.12E-03,3.20E-03,1.36E-04
2431607.5, A.D. 1945-Jun-01 00:00:00.0000,-7.12E-03,3.20E-03,1.36E-04
2431608.5, A.D. 1945-Jun-02 00:00:00.0000,-7.13E-03,3.19E-03,1.36E-04
2431609.5, A.D. 1945-Jun-03 00:00:00.0000,-7.13E-03,3.18E-03,1.36E-04
2431610.5, A.D. 1945-Jun-04 00:00:00.0000,-7.13E-03,3.17E-03,1.36E-04
2431611.5, A.D. 1945-Jun-05 00:00:00.0000,-7.13E-03,3.17E-03,1.36E-04
2431612.5, A.D. 1945-Jun-06 00:00:00.0000,-7.13E-03,3.16E-03,1.36E-04
2431613.5, A.D. 1945-Jun-07 00:00:00.0000,-7.14E-03,3.15E-03,1.36E-04
2431614.5, A.D. 1945-Jun-08 00:00:00.0000,-7.14E-03,3.14E-03,1.37E-04
2431615.5, A.D. 1945-Jun-09 00:00:00.0000,-7.14E-03,3.14E-03,1.37E-04
2431616.5, A.D. 1945-Jun-10 00:00:00.0000,-7.14E-03,3.13E-03,1.37E-04
2431617.5, A.D. 1945-Jun-11 00:00:00.0000,-7.14E-03,3.12E-03,1.37E-04
2431618.5, A.D. 1945-Jun-12 00:00:00.0000,-7.14E-03,3.11E-03,1.37E-04
2431619.5, A.D. 1945-Jun-13 00:00:00.0000,-7.15E-03,3.11E-03,1.37E-04
2431620.5, A.D. 1945-Jun-14 00:00:00.0000,-7.15E-03,3.10E-03,1.37E-04
2431621.5, A.D. 1945-Jun-15 00:00:00.0000,-7.15E-03,3.09E-03,1.37E-04
2431622.5, A.D. 1945-Jun-16 00:00:00.0000,-7.15E-03,3.09E-03,1.37E-04
2431623.5, A.D. 1945-Jun-17 00:00:00.0000,-7.15E-03,3.08E-03,1.37E-04
2431624.5, A.D. 1945-Jun-18 00:00:00.0000,-7.15E-03,3.07E-03,1.38E-04
2431625.5, A.D. 1945-Jun-19 00:00:00.0000,-7.16E-03,3.06E-03,1.38E-04
2431626.5, A.D. 1945-Jun-20 00:00:00.0000,-7.16E-03,3.06E-03,1.38E-04
2431627.5, A.D. 1945-Jun-21 00:00:00.0000,-7.16E-03,3.05E-03,1.38E-04
2431628.5, A.D. 1945-Jun-22 00:00:00.0000,-7.16E-03,3.04E-03,1.38E-04
2431629.5, A.D. 1945-Jun-23 00:00:00.0000,-7.16E-03,3.03E-03,1.38E-04
2431630.5, A.D. 1945-Jun-24 00:00:00.0000,-7.16E-03,3.03E-03,1.38E-04
2431631.5, A.D. 1945-Jun-25 00:00:00.0000,-7.17E-03,3.02E-03,1.38E-04
2431632.5, A.D. 1945-Jun-26 00:00:00.0000,-7.17E-03,3.01E-03,1.38E-04
2431633.5, A.D. 1945-Jun-27 00:00:00.0000,-7.17E-03,3.00E-03,1.39E-04
2431634.5, A.D. 1945-Jun-28 00:00:00.0000,-7.17E-03,3.00E-03,1.39E-04
2431635.5, A.D. 1945-Jun-29 00:00:00.0000,-7.17E-03,2.99E-03,1.39E-04
2431636.5, A.D. 1945-Jun-30 00:00:00.0000,-7.17E-03,2.98E-03,1.39E-04
2431637.5, A.D. 1945-Jul-01 00:00:00.0000,-7.18E-03,2.98E-03,1.39E-04
2431638.5, A.D. 1945-Jul-02 00:00:00.0000,-7.18E-03,2.97E-03,1.39E-04
2431639.5, A.D. 1945-Jul-03 00:00:00.0000,-7.18E-03,2.96E-03,1.39E-04
2431640.5, A.D. 1945-Jul-04 00:00:00.0000,-7.18E-03,2.95E-03,1.39E-04
2431641.5, A.D. 1945-Jul-05 00:00:00.0000,-7.18E-03,2.95E-03,1.39E-04
2431642.5, A.D. 1945-Jul-06 00:00:00.0000,-7.18E-03,2.94E-03,1.39E-04
2431643.5, A.D. 1945-Jul-07 00:00:00.0000,-7.19E-03,2.93E-03,1.40E-04
2431644.5, A.D. 1945-Jul-08 00:00:00.0000,-7.19E-03,2.92E-03,1.40E-04
2431645.5, A.D. 1945-Jul-09 00:00:00.0000,-7.19E-03,2.92E-03,1.40E-04
2431646.5, A.D. 1945-Jul-10 00:00:00.0000,-7.19E-03,2.91E-03,1.40E-04
2431647.5, A.D. 1945-Jul-11 00:00:00.0000,-7.19E-03,2.90E-03,1.40E-04
2431648.5, A.D. 1945-Jul-12 00:00:00.0000,-7.19E-03,2.89E-03,1.40E-04
2431649.5, A.D. 1945-Jul-13 00:00:00.0000,-7.19E-03,2.89E-03,1.40E-04
2431650.5, A.D. 1945-Jul-14 00:00:00.0000,-7.20E-03,2.88E-03,1.40E-04
2431651.5, A.D. 1945-Jul-15 00:00:00.0000,-7.20E-03,2.87E-03,1.40E-04
2431652.5, A.D. 1945-Jul-16 00:00:00.0000,-7.20E-03,2.86E-03,1.40E-04
2431653.5, A.D. 1945-Jul-17 00:00:00.0000,-7.20E-03,2.86E-03,1.41E-04
2431654.5, A.D. 1945-Jul-18 00:00:00.0000,-7.20E-03,2.85E-03,1.41E-04
2431655.5, A.D. 1945-Jul-19 00:00:00.0000,-7.20E-03,2.84E-03,1.41E-04
2431656.5, A.D. 1945-Jul-20 00:00:00.0000,-7.20E-03,2.84E-03,1.41E-04
2431657.5, A.D. 1945-Jul-21 00:00:00.0000,-7.21E-03,2.83E-03,1.41E-04
2431658.5, A.D. 1945-Jul-22 00:00:00.0000,-7.21E-03,2.82E-03,1.41E-04
2431659.5, A.D. 1945-Jul-23 00:00:00.0000,-7.21E-03,2.81E-03,1.41E-04
2431660.5, A.D. 1945-Jul-24 00:00:00.0000,-7.21E-03,2.81E-03,1.41E-04
2431661.5, A.D. 1945-Jul-25 00:00:00.0000,-7.21E-03,2.80E-03,1.41E-04
2431662.5, A.D. 1945-Jul-26 00:00:00.0000,-7.21E-03,2.79E-03,1.41E-04
2431663.5, A.D. 1945-Jul-27 00:00:00.0000,-7.21E-03,2.78E-03,1.42E-04
2431664.5, A.D. 1945-Jul-28 00:00:00.0000,-7.22E-03,2.78E-03,1.42E-04
2431665.5, A.D. 1945-Jul-29 00:00:00.0000,-7.22E-03,2.77E-03,1.42E-04
2431666.5, A.D. 1945-Jul-30 00:00:00.0000,-7.22E-03,2.76E-03,1.42E-04
2431667.5, A.D. 1945-Jul-31 00:00:00.0000,-7.22E-03,2.75E-03,1.42E-04
2431668.5, A.D. 1945-Aug-01 00:00:00.0000,-7.22E-03,2.75E-03,1.42E-04
